id,name,category,type,ship_to_name,ship_to_erp,ship_to_id,license_plate_number,erp_id,Asset Type,Tank Size,Hub,LoS,Date Added
647946,Herc Rental Kubota RTV 800-46-6824,equipment,CustomerAsset,Reed Rd,8000237F-1723504078-Reed Rd,546497,Herc Rental Kubota RTV 800-46-6824,,,,,,
647958,EQUIPMENT,equipment,CustomerAsset,Crowley Elem 17,80001D67-1691074652-Crowley Elem 17,516671,EQUIPMENT,,,,,,
647959,Aggreko XEMP053 BOILER GEN,generator,CustomerAsset,NuCera Solutions Oil,80000685-1510785766-NuCera Solutions Oil,523766,Aggreko XEMP053 BOILER GEN,,,,,,
647960,DEF XEMP053,generator,CustomerAsset,NuCera Solutions Oil,80000685-1510785766-NuCera Solutions Oil,523766,DEF XEMP053,,,,,,
647992,MS-1413,tank,RentalAsset,Formosa Dr.,800006E3-1519060260-Formosa Dr.,491044,MS-1413,,,,,,
648007,TK00811,tank,CustomerAsset,Stanton Lat A720586,800001CC-1436472496-Stanton Lat A720586,547874,TK00811,,,,,,
648008,TK00381,tank,CustomerAsset,WTG Meter A720588,800001CC-1436472496-WTG Meter A720588,547875,TK00381,,,,,,
648030,MS-1509,tank,RentalAsset,Medical District Dr,800002F3-1464273288-Medical District Dr,546903,MS-1509,,,,,,
648048,GEN XCYE013,generator,CustomerAsset,Woodland A719077,800001CC-1436472496-Woodland  A719077,547905,GEN XCYE013,,,,,,
648052,Diesel  tote,tank,CustomerAsset,Univar Solutions,80001C7C-1684947462-Univar Solutions,282979,Diesel  tote,,,,,,
648067,Cust gen,generator,CustomerAsset,Park Street,80002192-1713797180-Park Street,519307,Cust gen,,,,,,
648069,Cust gen,generator,CustomerAsset,iHeart - Euless,iHeart - Euless,547907,Cust gen,,,,,,
648080,XCYE003,generator,CustomerAsset,Woodland A719077,800001CC-1436472496-Woodland  A719077,547905,XCYE003,,,,,,
648093,10063442,generator,CustomerAsset,Fraser 8721,800007FA-1536848647-Fraser 8721,498802,10063442,,,,,,
648097,Forklift dyed,equipment,CustomerAsset,Kings River,80001820-1660053470-Kings River,269797,Forklift dyed,,,,,,
648098,Dyed Diesel Cans,tank,CustomerAsset,Kings River,80001820-1660053470-Kings River,269797,Dyed Diesel Cans,,,,,,
648099,Pump,tank,CustomerAsset,Kings River,80001820-1660053470-Kings River,269797,Pump,,,,,,
648125,XENY001 GEN,generator,CustomerAsset,Bridgeland A719960,800001CC-1436472496-Bridgeland A719960,547922,XENY001 GEN,,,,,,
648158,Bigge blue crane,equipment,CustomerAsset,Atlas Dune Express,80001BB9-1680119374-Atlas Dune Express,521729,Bigge blue crane,,,,,,
648183,CUST TANK DYED,tank,CustomerAsset,Squints,Squints,547936,CUST TANK DYED,,,,,,
648184,CUST CLEAR TANK,tank,CustomerAsset,Squints,Squints,547936,CUST CLEAR TANK,,,,,,
648185,1000 GAL GEN,generator,CustomerAsset,Harmony Katy Phase 2,80000458-1481301698-Harmony Katy Phase 2,547937,1000 GAL GEN,,,,,,
648202,Clear tank,tank,CustomerAsset,Yard Fort Worth,80001D64-1691072258-Yard Fort Worth,405755,Clear tank,,,,,,
648223,CUST TANK,tank,CustomerAsset,Chevron Marine #79,80001E2E-1694706596-Chevron Marine #79,547959,CUST TANK,,,,,,
648256,Cust gen,generator,CustomerAsset,Forbes 515,80002231-1716651891-Forbes 515,547967,Cust Gen,,,,,,
648257,Cust Cube/Gen,generator,CustomerAsset,The Gunter Hotel,The Gunter Hotel,547968,Cust Cube/Gen,,,,,,
648274,Customer generator,generator,CustomerAsset,Forbes 515,80002231-1716651891-Forbes 515,547967,Customer generator,,,,,,
648292,CUST GENS,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,CUST GENS,,,,,,
648293,Gen def,generator,CustomerAsset,KELLEY ST JOB 2266,800002F3-1464273288-KELLEY ST JOB 2266,544762,Gen def,,,,,,
648294,MS-2K-111,tank,RentalAsset,DFW HUB,,360294,MS-2K-111,,,,,,
648299,Transcube,equipment,CustomerAsset,The Gunter Hotel,The Gunter Hotel,547968,Transcube,,,,,,
648309,Generator,generator,CustomerAsset,Chevron A718910,800001CC-1436472496-Chevron A718910,538884,customer gen,,,,,,
648315,MS-OH-1066,tank,RentalAsset,FEZ,80000D38-1574100987-FEZ,263998,MS-OH-1066,,,,,,
648316,Blue cube,tank,CustomerAsset,Kiewit Offshore,80002086-1708441138-Kiewit Offshore,514982,Blue cube,,,,,,
648327,DEF TANK,tank,CustomerAsset,XPO A719698,800001CC-1436472496-XPO A719698,546161,DEF TANK,,,,,,
648344,CUST EQUIPMENT,equipment,CustomerAsset,TARGET 24-925,PENDING TARGET,547991,CUST EQUIPMENT,,,,,,
648348,Cust Generator,generator,CustomerAsset,Smyrna Ready Mix,80000F06-1597067862-Smyrna Ready Mix,547993,Cust Generator,,,,,,
648390,11471516,generator,CustomerAsset,Smyrna Ready Mix,80000F06-1597067862-Smyrna Ready Mix,547993,11471516,,,,,,
648404,Ref 470144,equipment,CustomerAsset,Smyrna Ready Mix,80000F06-1597067862-Smyrna Ready Mix,547993,Ref 470144,,,,,,
648411,DEF 4043 ROCK CRUSHER,equipment,CustomerAsset,NuCera Solutions Oil,80000685-1510785766-NuCera Solutions Oil,523766,DEF 4043 ROCK CRUSHER,,,,,,
648414,Customer Clear Tank,tank,CustomerAsset,Smyrna Ready Mix,80000F06-1597067862-Smyrna Ready Mix,547993,Customer Clear Tank,,,,,,
648416,XDDZ002,generator,CustomerAsset,Bridgeland A720340,800001CC-1436472496-Bridgeland A720340,548001,XDDZ002,,,,,,
648431,100 KW GENERATOR,generator,CustomerAsset,Intex Flooring,80002283-1718821644-Intex Flooring,548085,100 KW GENERATOR,,,,,,
648479,Gen,generator,CustomerAsset,Hayhurst,8000204A-1707259078-Hayhurst,513643,Gen,,,,,,
648485,SB SKYTRAK - 10140702,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,SB SKYTRAK - 10140702,,,,,,
648486,SB MAN LIFT - Z35727T,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,SB MAN LIFT - Z35727T,,,,,,
648487,SB MAN LIFT - 10829914,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,SB MAN LIFT - 10829914,,,,,,
648488,SB LT - 10438867,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,SB LT - 10438867,,,,,,
648490,SB LT - 10225903,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,SB LT - 10225903,,,,,,
648491,SB LT - 10578709,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,SB LT - 10578709,,,,,,
648492,SB LT  - 10615368,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,SB LT  - 10615368,,,,,,
648493,SB LIFT - 10834554,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,SB LIFT - 10834554,,,,,,
648498,SB 2 MEG,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,SB 2 MEG,,,,,,
648499,SB 56KW - 10057871,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,SB 56KW - 10057871,,,,,,
648517,DEF tote,tank,CustomerAsset,Signal Ranch Solar,800015E6-1646843659-Signal Ranch Solar,514977,DEF tote,,,,,,
648533,VEND TANK-DYED,tank,CustomerAsset,Montana Ave,800007DA-1535133522-Montana Ave,415444,VEND TANK-DYED,,,,,,
648534,FUEL CUBE,tank,CustomerAsset,Portland,80001D33-1689875841-Portland,354804,FUEL CUBE,,,,,,
648535,FUEL CUBE,tank,CustomerAsset,Morris Residence,800012FB-1628105314-Morris Residence,546568,FUEL CUBE,,,,,,
648542,Herc jlg lift 800aj 8291,equipment,CustomerAsset,NuCera Solutions Oil,80000685-1510785766-NuCera Solutions Oil,523766,Herc jlg lift 800aj 8291,,,,,,
648616,Skid steer 11460059,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,Skid steer 11460059,,,,,,
648617,Sweeper 1094492,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,Sweeper 1094492,,,,,,
648618,GEN 10251413,generator,CustomerAsset,Waller #7,80001020-1603375613-Waller #7,533809,GEN 10251413,,,,,,
648620,Kubota 4x4,vehicle,CustomerAsset,ALDINE BENDER,80001561-1643408080-ALDINE BENDER,534123,Russo,,,,,,
648621,LT 1295,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,LT 1295,,,,,,
648622,ManLift 6055,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,ManLift 6055,,,,,,
648631,YELLOW GENERATORS,generator,CustomerAsset,Kuykendahl Rd,80000352-1470756092-Kuykendahl Rd,538923,YELLOW GENERATORS,,,,,,
648639,111158826,tank,CustomerAsset,4th St South,800006E3-1519060260-4th St South,443222,111158826,,,,,,
648648,Z550012,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,Z550012,,,,,,
648649,DEF Z550012,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,DEF Z550012,,,,,,
648650,GEN 10216324,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,GEN 10216324,,,,,,
648651,DEF GEN 10216324,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,DEF GEN 10216324,,,,,,
648652,GEN 10587829,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,GEN 10587829,,,,,,
648653,GEN DEF 10587829,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,GEN DEF 10587829,,,,,,
648654,GREY GEN  CRTG500,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,GREY GEN  CRTG500,,,,,,
648655,LT 10016815,equipment,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,LT 10016815,,,,,,
648662,United jlg600aj 21188,equipment,CustomerAsset,NuCera Solutions Oil,80000685-1510785766-NuCera Solutions Oil,523766,United jlg600aj 21188,,,,,,
648687,Customer truck tanks,tank,CustomerAsset,Keg Shell Fed Com,800012DB-1627321982-Keg Shell Fed Com,546802,Customer truck tanks,,,,,,
648695,Cust Gen,generator,CustomerAsset,Walmart 3542,Walmart 3542,548484,Cust Gen,,,,,,
648696,DEF,generator,CustomerAsset,Walmart 3542,Walmart 3542,548484,DEF,,,,,,
648707,R4803,generator,CustomerAsset,WHC 1 Lift Station 2,800022C9-1720211491-WHC 1 Lift Station 2,545085,R4803,,,,,,
648708,WAJA084,tank,CustomerAsset,Chevron Ode A719973,800001CC-1436472496-Chevron Ode A719973,546123,WAJA084,,,,,,
648709,520 GAL GEN,generator,CustomerAsset,Darnell Dr,80002315-1721838061-Darnell Dr,546845,520 GAL GEN,,,,,,
648714,Cust gen,generator,CustomerAsset,7210 Northline Dr,7210 Northline Dr,552562,Cust gen,,,,,,
648721,CUSTOMER TANK,tank,CustomerAsset,Callan Marine,80001FD6-1704324608-Callan Marine,509014,CUSTOMER TANK,,,,,,
648740,Hybrid XP1200EH-8744,generator,CustomerAsset,Reed Rd,8000237F-1723504078-Reed Rd,546497,Hybrid XP1200EH-8744,,,,,,
648748,DEF DRUM,tank,CustomerAsset,Labrada,80000035-1405975412-Labrada,533304,DEF DRUM,,,,,,
648755,XENR013,generator,CustomerAsset,Aldine Bender - Shop,800001CC-1436472496-Aldine Bender - Shop,262007,XENR013,,,,,,
648758,Tk-00275,tank,CustomerAsset,Corpus Christi Plant,80001E84-1696454785-Corpus Christi Plant,431235,Tk-00275,,,,,,
648764,CUST 500 DYED TANK,tank,CustomerAsset,903 HWY 59,80000B12-1565734582-903 HWY 59,267900,CUST 500 DYED TANK,,,,,,
648776,CUST EQUIPMENT,equipment,CustomerAsset,Anniston Sec 9,800000ED-1415049759-Anniston Sec 9,552596,CUST EQUIPMENT,,,,,,
648777,CUST EQUIPMENT DEF,tank,CustomerAsset,Anniston Sec 9,800000ED-1415049759-Anniston Sec 9,552596,CUST EQUIPMENT DEF,,,,,,
648782,MS-1080,tank,RentalAsset,La Quinta Rd,8000168C-1649873562-La Quinta Rd,546796,MS-1080,,,,,,
648784,DEF,equipment,CustomerAsset,Gears Road,8000216C-1712864626-Gears Road,518618,DEF,,,,,,
648788,Generator DEF,generator,CustomerAsset,Aldine Bender - Shop,800001CC-1436472496-Aldine Bender - Shop,262007,Generator DEF,,,,,,
648791,Dozer,equipment,CustomerAsset,Anniston Sec 4,80000043-1405975414-Anniston Sec 4,537520,Dozer,,,,,,
648794,CUSTOMER TANK,tank,CustomerAsset,FM 521,8000074A-1525360632-FM 521,161499,CUSTOMER TANK,,,,,,
648802,MS-10K-70,tank,RentalAsset,Yard,80002393-1723835246-Yard,635702,MS-10K-70,,,,,,
648807,MS-275-DW-167,tank,RentalAsset,George West HUB,,160561,MS-275-DW-167,MS-275-DW-167,,,,,
648809,MS-275-DW-168,tank,RentalAsset,George West HUB,,160561,MS-275-DW-168,MS-275-DW-168,,,,,
648818,MS-275-DW-169,tank,RentalAsset,George West HUB,,160561,MS-275-DW-169,MS-275-DW-169,,,,,
648820,MS-275-DW-170,tank,RentalAsset,George West HUB,,160561,MS-275-DW-170,MS-275-DW-170,,,,,
648821,MS-275-DW-171,tank,RentalAsset,George West HUB,,160561,MS-275-DW-171,MS-275-DW-171,,,,,
648823,MS-275-DW-172,tank,RentalAsset,George West HUB,,160561,MS-275-DW-172,MS-275-DW-172,,,,,
648824,MS-275-DW-173,tank,RentalAsset,George West HUB,,160561,MS-275-DW-173,MS-275-DW-173,,,,,
648864,Truck tank,tank,CustomerAsset,HEB 582 Parking Add,800016D5-1651762742-HEB 582 Parking Add,360530,Truck tank,,,,,,
648868,Generator,tank,CustomerAsset,Fort Stockton,80001812-1659534670-Fort Stockton,167058,Generator,,,,,,
648871,XCLB006,generator,CustomerAsset,Bridgeland A720340,800001CC-1436472496-Bridgeland A720340,548001,XCLB006,,,,,,
648880,VEND TANK-DYED,tank,CustomerAsset,International Blvd,80002070-1707836191-International Blvd,515104,VEND TANK-DYED,,,,,,
648882,VEND TANK-CLEAR,tank,CustomerAsset,International Blvd,80002070-1707836191-International Blvd,515104,VEND TANK-CLEAR,,,,,,
648891,Tote,tank,CustomerAsset,Hickerson Solar,800008DE-1549574120-Hickerson Solar,472573,Tote,,,,,,
648897,MS-275-DW-174,tank,RentalAsset,George West HUB,,160561,MS-275-DW-174,MS-275-DW-174,,,,,
648900,MS-275-DW-175,tank,RentalAsset,George West HUB,,160561,MS-275-DW-175,MS-275-DW-175,,,,,
648902,MS-275-DW-176,tank,RentalAsset,George West HUB,,160561,MS-275-DW-176,MS-275-DW-176,,,,,
648928,cust tank,tank,CustomerAsset,Co Rd 450,8000174B-1654694405-Co Rd 450,552695,cust tank,,,,,,
648956,Gen,generator,CustomerAsset,Bridgeland A719960,800001CC-1436472496-Bridgeland A719960,547922,Gen,,,,,,
648960,CUST TANK,tank,CustomerAsset,Firetower Rd,80001722-1653682328-Firetower Rd,155958,CUST TANK,,,,,,
648961,SB Gen side street new 1470,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,SB Gen side street new 1470,,,,,,
648962,DEF GEN 1470,generator,CustomerAsset,First Baptist Church,800000D4-1412777523-First Baptist Church,547975,DEF GEN 1470,,,,,,
648963,LT 6815,equipment,CustomerAsset,First Baptist Church,800004A2-1487344505-First Baptist Church,548116,LT 6815,,,,,,
648975,CUST EQUIPMENT DEF,equipment,CustomerAsset,Levey Logistics Park,80000035-1405975412-Levey Logistics Park,519405,CUST EQUIPMENT DEF,,,,,,
648997,MS-185,tank,RentalAsset,Pasadena Storm Sewer Rehab 215 Pasadena Frwy,800004FE-1494951432-Pasadena Storm,558563,MS-185,,,,,,
649002,DEF tot,tank,CustomerAsset,Levey Logistics Park,80000035-1405975412-Levey Logistics Park,519405,DEF tot,,,,,,
649003,Equipment,equipment,CustomerAsset,FM 2269,80002260-1717767442-FM 2269,544530,Equipment,,,,,,
649027,Customers tank,tank,CustomerAsset,Carrizo Springs Yard,80001674-1649447321-Carrizo Springs Yard,429155,Customers tank,,,,,,
649038,TC-1001,tank,RentalAsset,Dacy Ln.,80002064-1707504982-Dacy Ln.,558537,TC-1001,,,,,,
649060,E-0010,equipment,CustomerAsset,Mud 515 St Tropez,80000043-1405975414-Mud 515 St Tropez,519179,E-0010,,,,,,
649061,D-0007,equipment,CustomerAsset,Mud 515 St Tropez,80000043-1405975414-Mud 515 St Tropez,519179,D-0007,,,,,,
649063,XAKZ019,generator,CustomerAsset,Hillstead A720684,800001CC-1436472496-Hillstead A720684,558550,XAKZ019,,,,,,
649071,Forklift,equipment,CustomerAsset,Challenger Yard,80001E86-1696535446-Challenger Yard,703920,Forklift,,,,,,
649073,MS‐2004,tank,RentalAsset,Rosewood Tres Ramas F - Clear Tank,80001A16-1670424773-Tres Ramas F Clear,639245,MS‐2004,,,,,,
649074,Cust-  Equipment,equipment,CustomerAsset,Blue Bonnett,8000018E-1431623239-Blue Bonnett,511829,Cust-  Equipment,,,,,,
649081,MS-10K-68,tank,RentalAsset,Jackson Ave,80002522-1730482786-Jackson Ave,755814,MS-10K-68,,,,,,
649082,Cust Tank Dyed,tank,CustomerAsset,Red Hills West,800017DD-1658262533-Red Hills West,558561,Cust Tank Dyed,,,,,,
649083,Cust Tank Clear,tank,CustomerAsset,Red Hills West,800017DD-1658262533-Red Hills West,558561,Cust Tank Clear,,,,,,
649086,EQUIPMENT,equipment,CustomerAsset,TC Jester Blvd,8000233C-1722358934-TC Jester Blvd,558551,EQUIPMENT,,,,,,
649091,GEN,generator,CustomerAsset,Space Park,80000658-1508181354-Space Park,558555,GEN,,,,,,
649092,MS-275-DW-177,tank,RentalAsset,Houston HUB,,135003,MS-275-DW-177,MS-275-DW-177,,,,,
649093,MS-275-DW-178,tank,RentalAsset,Houston HUB,,135003,MS-275-DW-178,MS-275-DW-178,,,,,
649094,MS-275-DW-179,tank,RentalAsset,Yard 2 Midland,80001DC0-1692633770-Yard 2 Midland,544648,MS-275-DW-179,MS-275-DW-179,,,,,
649095,MS-275-DW-180,tank,RentalAsset,Yard 2 Midland,80001DC0-1692633770-Yard 2 Midland,544648,MS-275-DW-180,MS-275-DW-180,,,,,
649096,MS-275-DW-181,tank,RentalAsset,Midland HUB,,270398,MS-275-DW-181,MS-275-DW-181,,,,,
649097,MS-275-DW-182,tank,RentalAsset,Midland HUB,,270398,MS-275-DW-182,MS-275-DW-182,,,,,
649099,MS-275-DW-183,tank,RentalAsset,Midland HUB,,270398,MS-275-DW-183,MS-275-DW-183,,,,,
649100,MS-275-DW-184,tank,RentalAsset,Midland HUB,,270398,MS-275-DW-184,MS-275-DW-184,,,,,
649101,MS-275-DW-185,tank,RentalAsset,Midland HUB,,270398,MS-275-DW-185,MS-275-DW-185,,,,,
649102,Komatsu Dozer 96229,equipment,CustomerAsset,Aldine West,80000035-1405975412-Aldine West,536006,Komatsu Dozer 96229,,,,,,
649103,MS-275-DW-186,tank,RentalAsset,Midland HUB,,270398,MS-275-DW-186,MS-275-DW-186,,,,,
649104,MS-275-DW-187,tank,RentalAsset,Midland HUB,,270398,MS-275-DW-187,MS-275-DW-187,,,,,
649105,MS-275-DW-188,tank,RentalAsset,Midland HUB,,270398,MS-275-DW-188,MS-275-DW-188,,,,,
649106,MS-275-DW-189,tank,RentalAsset,Midland HUB,,270398,MS-275-DW-189,MS-275-DW-189,,,,,
649107,MS-275-DW-190,tank,RentalAsset,Midland HUB,,270398,MS-275-DW-190,MS-275-DW-190,,,,,
649108,MS-275-DW-191,tank,RentalAsset,Zac Lentz Pkwy,80001B42-1677708452-Zac Lentz Pkwy,264305,MS-275-DW-191,MS-275-DW-191,,,,,
649109,MS-275-DW-192,tank,RentalAsset,George West HUB,,160561,MS-275-DW-192,MS-275-DW-192,,,,,
649110,MS-275-DW-193,tank,RentalAsset,George West HUB,,160561,MS-275-DW-193,MS-275-DW-193,,,,,
649111,MS-275-DW-194,tank,RentalAsset,George West HUB,,160561,MS-275-DW-194,MS-275-DW-194,,,,,
649112,MS-275-DW-195,tank,RentalAsset,George West HUB,,160561,MS-275-DW-195,MS-275-DW-195,,,,,
649113,MS-275-DW-196,tank,RentalAsset,Schorp CTB 3,80001A39-1670944149-Schorp CTB 3,516467,MS-275-DW-196,MS-275-DW-196,,,,,
649114,11556615,generator,CustomerAsset,Oncor Yosemite Sub,800005A7-1503349027-Oncor Yosemite Sub,545535,11556615,,,,,,
649118,MS-400-DW-38,tank,RentalAsset,Longview FRJ Drive Y,80001DC0-1692633770-Longview FRJ Drive Y,637627,MS-400-DW-38,MS-400-DW-38,,,,,
649119,MS-400-DW-39,tank,RentalAsset,4250 SE Loop 281,80001DC0-1692633770-4250 SE Loop 281,546164,MS-400-DW-39,MS-400-DW-39,,,,,
649120,MS-400-DW-40,tank,RentalAsset,4250 SE Loop 281,80001DC0-1692633770-4250 SE Loop 281,546164,MS-400-DW-40,MS-400-DW-40,,,,,
649121,MS-400-DW-41,tank,RentalAsset,4250 SE Loop 281,80001DC0-1692633770-4250 SE Loop 281,546164,MS-400-DW-41,MS-400-DW-41,,,,,
649122,MS-400-DW-42,tank,RentalAsset,Longview FRJ Drive Y,80001DC0-1692633770-Longview FRJ Drive Y,637627,MS-400-DW-42,MS-400-DW-42,,,,,
649123,MS-400-DW-43,tank,RentalAsset,Houston HUB,,135003,MS-400-DW-43,MS-400-DW-43,,,,,
649124,MS-400-DW-44,tank,RentalAsset,Longview FRJ Drive Y,80001DC0-1692633770-Longview FRJ Drive Y,637627,MS-400-DW-44,MS-400-DW-44,,,,,
649125,MS-400-DW-45,tank,RentalAsset,George West HUB,,160561,MS-400-DW-45,MS-400-DW-45,,,,,
649126,MS-400-DW-46,tank,RentalAsset,George West HUB,,160561,MS-400-DW-46,MS-400-DW-46,,,,,
649127,MS-400-DW-47,tank,RentalAsset,Houston HUB,,135003,MS-400-DW-47,MS-400-DW-47,,,,,
649128,MS-400-DW-48,tank,RentalAsset,Houston HUB,,135003,MS-400-DW-48,MS-400-DW-48,,,,,
649131,GENERATOR,generator,CustomerAsset,ANTIONE,PENDING  ANTIONE,558578,GENERATOR,,,,,,
649150,Moff Tank TBD,tank,CustomerAsset,Cotulla,80001C76-1684851870-Cotulla,558587,Moff Tank TBD,,,,,,
649197,Generator,generator,CustomerAsset,Space Park,80000658-1508181354-Space Park,558555,Generator,,,,,,
649198,Def,generator,CustomerAsset,Space Park,80000658-1508181354-Space Park,558555,Def,,,,,,
649223,Unit#TX205508,equipment,CustomerAsset,Hamlin Dr,8000233F-1722425905-Hamlin Dr,558611,Unit#TX205508,,,,,,
649227,Excavator,equipment,CustomerAsset,CHANNELVIEW,80001F74-1701984754-CHANNELVIEW,521681,Excavator,,,,,,
649234,BT B4973 ROLLER,equipment,CustomerAsset,Addison Innovation C,800021CB-1715174537-Addison Innovation C,533893,BT B4973 ROLLER,,,,,,
649236,DEF ROLLER BT B49763,equipment,CustomerAsset,Addison Innovation C,800021CB-1715174537-Addison Innovation C,533893,DEF ROLLER BT B49763,,,,,,
649246,TRACTOR,equipment,CustomerAsset,Grant Rd.,800002FF-1465407432-Grant Rd.,165980,TRACTOR,,,,,,
649247,GEN ON TRAILER,generator,CustomerAsset,Grant Rd.,800002FF-1465407432-Grant Rd.,165980,GEN ON TRAILER,,,,,,
649250,MS-OH-009,tank,RentalAsset,1788 MIDLAND WH,8000204A-1707259078-1788 MIDLAND WH,552643,MS-OH-009,,,,,,
649251,White transcube 1k,tank,CustomerAsset,Kuykendahl Rd,80000352-1470756092-Kuykendahl Rd,538923,White transcube 1k,,,,,,
649257,Drag up tank,tank,CustomerAsset,Emery Weiner Main,80000035-1405975412-Emery Weiner Main,534204,Drag up tank,,,,,,
649259,HB99.179,tank,CustomerAsset,Little York Rd,80000570-1500498115-Little York Rd,267538,HB99.179,,,,,,
649276,CUSTOMER TANK,tank,CustomerAsset,Co Rd 289,800020C1-1708629652-Co Rd 289,552665,CUSTOMER TANK,,,,,,
649282,Cp truck,vehicle,CustomerAsset,Reed Rd,8000237F-1723504078-Reed Rd,546497,4773,,,,,,
649283,202,generator,CustomerAsset,Reed Rd,8000237F-1723504078-Reed Rd,546497,202,,,,,,
649287,10178,generator,CustomerAsset,Reed Rd,8000237F-1723504078-Reed Rd,546497,10178,,,,,,
649290,Reefer,vehicle,CustomerAsset,Reed Rd,8000237F-1723504078-Reed Rd,546497,1234,,,,,,
649293,CUST TRAILER TANK,tank,CustomerAsset,Downing Street,800001CB-1436449855-Downing Street,558632,CUST TRAILER TANK,,,,,,
649300,Blue N black tank,tank,CustomerAsset,ANNESTION SEC 8,80000043-1405975414-ANNESTION SEC 8,517774,Blue N black tank,,,,,,
649321,Colorado Cust Tank,tank,CustomerAsset,Old Washington Rd,800015F7-1647022115-Old Washington Rd,167195,Colorado Cust Tank,,,,,,
649326,Light Tower 1,equipment,CustomerAsset,Target T2342,80001363-1630602200-Target T2342,558640,Light Tower 1,,,,,,
649327,Light Tower 2,equipment,CustomerAsset,Target T2342,80001363-1630602200-Target T2342,558640,Light Tower 2,,,,,,
649335,Customer-Equipment,equipment,CustomerAsset,WASHINGTON AVE,80001989-1666288810-WASHINGTON AVE,544398,Customer-Equipment,,,,,,
649345,Equipment,equipment,CustomerAsset,Lemmon Ln - Astaire Pkwy Ph 3,8000229B-1719265866-Lemmon Ln,558571,Equipment,,,,,,
649363,CUST DYED TANK,tank,CustomerAsset,Yard,80001E2E-1694706596-Yard,558657,CUST DYED TANK,,,,,,
649369,CUST DYED TANK,tank,CustomerAsset,Old Hempstead,80002306-1721413784-Old Hempstead,546418,CUST DYED TANK,,,,,,
649370,R-1087,generator,CustomerAsset,AtHome Webster,8000231D-1721919909-AtHome Webster,546278,R-1087,,,,,,
649371,TBD-800 Gal,tank,CustomerAsset,Plains State A720975,800001CC-1436472496-Plains State A720975,558671,TBD-800 Gal,,,,,,
649404,224-0101,generator,CustomerAsset,Market St.,800002F3-1464273288-Market St.,37570,224-0101,,,,,,
649441,460kw  550 gal tank,tank,CustomerAsset,Briar,80002330-1722030825-Briar,558708,460kw  550 gal tank,,,,,,
649458,CUST TANK,tank,CustomerAsset,Imperial Valley,800013F7-1633038508-Imperial Valley,558719,CUST TANK,,,,,,
649465,Machines,equipment,CustomerAsset,Royal oak court,Pending,558725,Machines,,,,,,
649466,Purple truck,vehicle,CustomerAsset,Hwy 285 N,800018B4-1663186583-Hwy 285 N,224488,Purple truck,,,,,,
649485,1Generator,generator,CustomerAsset,ANTIONE,PENDING  ANTIONE,558578,1Generator,,,,,,
649486,Gen 03538,generator,CustomerAsset,Space Park,80000658-1508181354-Space Park,558555,Gen 03538,,,,,,
649488,Ge 03396,generator,CustomerAsset,Space Park,80000658-1508181354-Space Park,558555,Ge 03396,,,,,,
649489,Gen 6153213005,generator,CustomerAsset,Space Park,80000658-1508181354-Space Park,558555,Gen 6153213005,,,,,,
649493,Customer Equipment,equipment,CustomerAsset,Briarwood Cr Sec 13,800000ED-1415049759-Briarwood Cr Sec 13,546678,Customer Equipment,,,,,,
649495,MS-2042,tank,RentalAsset,Valley Dewatering,800015F4-1647011435-Valley Dewatering,270339,MS-2042,MS-2042,,,,,
649499,Off Road Trucks,vehicle,CustomerAsset,Kern River A Line,80000B77-1565734601-Kern River A Line,546902,Off Road Trucks,,,,,,
649500,Cust Totes,tank,CustomerAsset,MLV 36-1 TXR,80001C36-1683057657-MLV 36-1 TXR,546801,Cust Totes,,,,,,
